Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc.1,Avg Sol Rad (Ly/day),qc.2,Avg Vap Pres (mBars),qc.3,Avg Max Air Temp (F),qc.4,Avg Min Air Temp (F),qc.5,Avg Air Temp (F),qc.6,Avg Max Rel Hum (%),qc.7,Avg Min Rel Hum (%),qc.8,Avg Rel Hum (%),qc.9,Avg Dew Point (F),qc.10,Avg Wind Speed (mph),qc.11,Avg Soil Temp (F),qc.12,month,year,slope
99,Santa Monica,Los Angeles Basin,Jul 2022,6.1,K,0.0, ,632.0, ,17.4, ,74.0,K,60.7, ,66.3, ,90.0, ,66.0, ,79.0, ,59.5, ,3.9, ,69.9, ,July,2022,-5.025
99,Santa Monica,Los Angeles Basin,Aug 2022,6.23,K,0.0, ,607.0, ,17.5,K,78.3,K,62.9,K,69.6,K,85.0,K,57.0,K,71.0,K,59.7,K,3.6, ,70.6, ,August,2022,-5.025
99,Santa Monica,Los Angeles Basin,Sep 2022,5.12,K,0.39, ,500.0,K,18.4,K,82.7,K,65.6,K,73.1,K,83.0,K,51.0,K,68.0,L,60.9,L,3.7,K,70.7, ,September,2022,-5.025
99,Santa Monica,Los Angeles Basin,Oct 2022,3.54, ,0.09, ,373.0,K,15.1, ,74.0,K,60.0,K,65.9,K,84.0, ,54.0, ,70.0,K,54.9,K,3.5, ,66.2, ,October,2022,-5.025
99,Santa Monica,Los Angeles Basin,Nov 2022,2.94, ,1.61,K,326.0,K,7.7,K,69.0, ,50.8, ,59.0, ,67.0, ,32.0, ,47.0,K,35.2,K,3.7, ,55.2,K,November,2022,-5.025
99,Santa Monica,Los Angeles Basin,Jul 2024,6.13, ,0.0, ,638.0, ,17.6,K,74.5, ,60.6,K,66.3, ,91.0, ,67.0, ,80.0,K,59.9,K,3.5, ,78.9,L,July,2024,-5.35
99,Santa Monica,Los Angeles Basin,Aug 2024,6.16, ,0.0, ,616.0, ,17.8, ,77.1, ,61.4, ,68.2, ,89.0, ,62.0, ,76.0, ,60.2, ,3.6, ,74.8,K,August,2024,-5.35
99,Santa Monica,Los Angeles Basin,Sep 2024,4.52,K,0.0,K,482.0,K,16.8,K,75.6,K,60.7,K,67.2,K,87.0,K,61.0,K,76.0,L,58.5,L,3.4,K,76.4,L,September,2024,-5.35
99,Santa Monica,Los Angeles Basin,Oct 2024,3.51, ,0.05,K,383.0,K,14.3,K,72.7, ,57.3, ,63.6,K,87.0,K,56.0,K,72.0,K,53.1,K,3.1,K,68.2,K,October,2024,-5.35
99,Santa Monica,Los Angeles Basin,Nov 2024,2.98, ,0.16, ,311.0,K,8.4, ,69.9, ,51.5, ,59.5, ,73.0, ,33.0, ,50.0, ,38.5, ,3.6,K,60.6, ,November,2024,-5.35
159,Monrovia,Los Angeles Basin,Jul 2010,5.73, ,44.68,K,508.0, ,16.5, ,84.3, ,60.3, ,70.6, ,85.0, ,45.0, ,65.0, ,57.9, ,3.8, ,75.4, ,July,2010,-3.5
159,Monrovia,Los Angeles Basin,Aug 2010,5.85, ,0.0, ,480.0, ,14.6, ,88.4, ,58.4, ,72.1, ,81.0, ,33.0, ,55.0, ,54.7, ,3.4, ,74.1, ,August,2010,-3.5
159,Monrovia,Los Angeles Basin,Sep 2010,4.0,K,0.03, ,344.0, ,14.0, ,87.5,K,56.9, ,70.7, ,80.0, ,36.0, ,57.0, ,53.3, ,3.1, ,69.3, ,September,2010,-3.5
159,Monrovia,Los Angeles Basin,Oct 2010,1.91, ,2.42, ,195.0, ,14.6,K,74.9,K,56.4, ,64.1, ,87.0,K,54.0,K,72.0, ,54.0, ,2.8, ,65.4, ,October,2010,-3.5
159,Monrovia,Los Angeles Basin,Nov 2010,2.24,K,1.52, ,218.0, ,8.6, ,71.8,K,46.5,K,58.1, ,77.0, ,31.0, ,53.0, ,39.4, ,3.0, ,57.9, ,November,2010,-3.5
159,Monrovia,Los Angeles Basin,Jul 2012,6.37, ,0.03, ,548.0, ,16.3, ,87.2, ,59.9, ,71.9, ,85.0, ,40.0, ,61.0, ,57.5, ,3.8, ,76.3, ,July,2012,-3.55
159,Monrovia,Los Angeles Basin,Aug 2012,6.53, ,0.03, ,510.0, ,17.7, ,93.5, ,65.7, ,78.1, ,79.0, ,35.0, ,54.0, ,59.9, ,3.6, ,77.2, ,August,2012,-3.55
159,Monrovia,Los Angeles Basin,Sep 2012,5.26, ,0.0, ,437.0, ,15.6,K,92.2,K,62.6,K,76.0, ,76.0, ,31.0, ,51.0,K,55.9,K,3.3, ,72.7, ,September,2012,-3.55
159,Monrovia,Los Angeles Basin,Oct 2012,3.63, ,0.33, ,326.0, ,13.1, ,82.0,K,56.7, ,67.9, ,78.0, ,37.0, ,58.0, ,50.8, ,3.1, ,66.2, ,October,2012,-3.55
159,Monrovia,Los Angeles Basin,Nov 2012,2.23, ,1.07, ,243.0, ,10.8,K,73.5,K,49.7, ,60.1, ,80.0, ,40.0, ,61.0,K,45.0,K,2.8, ,59.7, ,November,2012,-3.55
159,Monrovia,Los Angeles Basin,Jul 2014,5.85, ,0.0, ,478.0, ,17.7, ,89.5,K,63.4, ,75.3, ,83.0, ,39.0, ,60.0, ,59.9, ,3.8,K,78.0, ,July,2014,-3.9
159,Monrovia,Los Angeles Basin,Aug 2014,5.77,K,0.0,K,466.0,K,17.5,K,90.4, ,62.7,K,75.3,K,83.0,K,36.0,K,59.0,K,59.5,K,3.6,K,78.7,K,August,2014,-3.9
159,Monrovia,Los Angeles Basin,Sep 2014,4.9,K,0.0, ,400.0, ,16.6, ,91.6,K,64.0,K,75.9,L,77.0,K,34.0,K,55.0,L,58.0,L,3.5, ,80.8,L,September,2014,-3.9
159,Monrovia,Los Angeles Basin,Oct 2014,3.74, ,0.23, ,315.0, ,13.5,K,85.9, ,58.3,L,70.4, ,78.0, ,33.0, ,55.0,K,51.5,K,3.2, ,76.0,L,October,2014,-3.9
159,Monrovia,Los Angeles Basin,Nov 2014,2.55, ,1.12, ,232.0, ,9.2, ,76.8,K,52.1,K,63.1,K,69.0, ,29.0, ,48.0,K,40.2,K,3.0, ,64.0,K,November,2014,-3.9
159,Monrovia,Los Angeles Basin,Jul 2016,8.27,K,0.0, ,719.0,K,17.0,K,92.1,K,63.9, ,76.4,K,80.0, ,33.0, ,56.0,K,58.7,K,4.0,K,86.0,L,July,2016,-3.825
159,Monrovia,Los Angeles Basin,Aug 2016,7.43, ,0.0, ,657.0,K,17.4,K,91.1,K,62.7, ,74.9, ,83.0, ,36.0, ,59.0,K,59.4,K,3.8, ,85.3,L,August,2016,-3.825
159,Monrovia,Los Angeles Basin,Sep 2016,5.61, ,0.0, ,518.0,K,14.8,K,88.0, ,61.0,K,72.9,K,77.0, ,35.0, ,55.0,K,54.4,K,3.6,K,80.2,K,September,2016,-3.825
159,Monrovia,Los Angeles Basin,Oct 2016,4.05,K,0.43,K,391.0,K,12.9,K,82.4,K,57.6,K,68.3,K,78.0,L,36.0,L,56.0,L,50.1,L,3.2,K,71.3,L,October,2016,-3.825
159,Monrovia,Los Angeles Basin,Nov 2016,2.91, ,1.19, ,309.0,K,9.1, ,77.6,K,51.1,K,62.7,K,71.0, ,29.0, ,49.0,K,41.2,K,3.0, ,63.2,K,November,2016,-3.825
159,Monrovia,Los Angeles Basin,Jul 2018,8.36,K,0.0,K,715.0,K,15.6,K,94.2,L,67.9,L,79.1,L,65.0,K,30.0,K,48.0,L,57.0,L,3.5,K,85.0,L,July,2018,-4.875
159,Monrovia,Los Angeles Basin,Aug 2018,6.54,K,0.02, ,608.0, ,17.4,K,92.9,K,66.2,K,77.6,K,79.0, ,33.0, ,54.0,K,59.4,K,1.0,K,84.2,L,August,2018,-4.875
159,Monrovia,Los Angeles Basin,Sep 2018,5.22,K,0.0, ,532.0,K,15.6,K,88.6, ,60.4, ,72.2, ,83.0, ,34.0, ,58.0,K,55.9,K,1.7,K,79.1, ,September,2018,-4.875
159,Monrovia,Los Angeles Basin,Oct 2018,4.07, ,0.88, ,378.0,K,12.7,K,81.4, ,57.1, ,67.7, ,80.0, ,34.0, ,55.0,K,49.4,K,3.3,K,71.2,K,October,2018,-4.875
159,Monrovia,Los Angeles Basin,Nov 2018,3.01, ,2.74, ,300.0,K,8.6,K,76.3, ,50.4, ,61.7, ,69.0, ,25.0, ,46.0,K,37.8,K,3.0, ,64.0,K,November,2018,-4.875
159,Monrovia,Los Angeles Basin,Jul 2020,,N,0.0, ,679.0,K,14.9,K,90.7,K,60.9, ,74.2, ,79.0, ,30.0, ,53.0,K,55.2,K,3.6, ,82.4,K,July,2020,-3.775
159,Monrovia,Los Angeles Basin,Aug 2020,,N,0.0, ,608.0,K,16.9,K,93.9,K,64.9,K,77.4,K,80.0, ,32.0, ,53.0,K,58.4,K,3.5, ,85.0,L,August,2020,-3.775
159,Monrovia,Los Angeles Basin,Sep 2020,,N,0.0, ,462.0, ,13.5,K,93.7,K,62.7,K,75.8,K,72.0,K,25.0,K,47.0,L,51.7,L,3.0, ,78.5,K,September,2020,-3.775
159,Monrovia,Los Angeles Basin,Oct 2020,,N,0.0, ,363.0, ,11.7,K,86.9,K,58.9, ,71.1,K,70.0, ,27.0, ,46.0,K,47.0,K,2.8,K,74.1,K,October,2020,-3.775
159,Monrovia,Los Angeles Basin,Nov 2020,,N,0.04, ,307.0, ,8.0, ,75.9,K,47.5,K,59.7,K,71.0, ,24.0, ,47.0,K,37.1,K,2.8,K,63.3, ,November,2020,-3.775
159,Monrovia,Los Angeles Basin,Jul 2022,,N,0.0, ,626.0, ,16.0,K,90.1, ,63.3, ,74.3, ,81.0, ,32.0, ,56.0,K,57.1,K,3.8, ,83.9,K,July,2022,-5.025
159,Monrovia,Los Angeles Basin,Aug 2022,,N,0.0, ,586.0, ,15.9,K,94.0, ,66.1, ,78.1,K,74.0, ,28.0, ,49.0,K,56.7,K,3.6, ,85.6,K,August,2022,-5.025
159,Monrovia,Los Angeles Basin,Sep 2022,,N,0.31, ,465.0, ,17.0,K,93.0,K,66.6,K,78.2,K,79.0,K,31.0,K,52.0,K,58.5,K,3.4, ,81.9, ,September,2022,-5.025
159,Monrovia,Los Angeles Basin,Oct 2022,,N,0.54, ,361.0, ,14.3, ,81.6, ,58.3, ,68.1, ,84.0, ,38.0, ,61.0, ,53.0, ,3.1,K,73.7,K,October,2022,-5.025
159,Monrovia,Los Angeles Basin,Nov 2022,,N,2.49,K,304.0, ,7.4, ,71.2, ,45.3, ,56.8, ,72.0, ,25.0, ,47.0, ,34.5, ,2.9,K,60.0, ,November,2022,-5.025
159,Monrovia,Los Angeles Basin,Jul 2024,,N,0.0, ,620.0, ,18.3, ,93.1, ,63.9, ,76.7, ,84.0, ,37.0, ,58.0, ,60.8, ,3.5, ,83.6, ,July,2024,-5.35
159,Monrovia,Los Angeles Basin,Aug 2024,,N,0.0, ,597.0, ,17.1,K,93.3,K,63.2, ,76.6,K,82.0, ,33.0, ,55.0,K,58.9,K,3.4, ,83.2, ,August,2024,-5.35
159,Monrovia,Los Angeles Basin,Sep 2024,,N,0.0,K,459.0,K,16.4,K,89.1,K,61.6,K,73.3,K,83.0,K,39.0,K,61.0,K,57.7,K,3.2,K,80.3,K,September,2024,-5.35
159,Monrovia,Los Angeles Basin,Oct 2024,,N,0.02,K,369.0,K,13.6,K,84.5, ,56.2, ,68.2,K,82.0,K,35.0,K,57.0, ,51.7, ,2.9,K,73.5,K,October,2024,-5.35
159,Monrovia,Los Angeles Basin,Nov 2024,,N,0.13, ,278.0, ,8.3,K,73.2, ,46.9,K,58.6, ,75.0, ,28.0, ,50.0,K,38.2,K,2.7, ,62.9, ,November,2024,-5.35
174,Long Beach,Los Angeles Basin,Jul 2010,4.93, ,0.01, ,502.0, ,16.2, ,75.4,K,58.9,K,65.6, ,90.0, ,60.0, ,76.0, ,57.5, ,3.3,K,71.9, ,July,2010,-3.5
174,Long Beach,Los Angeles Basin,Aug 2010,5.86,K,0.02, ,570.0, ,18.9,K,86.9,K,57.1,K,70.2,K,99.0,K,44.0,K,75.0,K,61.8,K,2.9,K,73.4, ,August,2010,-3.5
174,Long Beach,Los Angeles Basin,Sep 2010,4.27,K,0.03, ,448.0,L,26.5,K,91.5,K,56.2,K,74.9,K,100.0,K,45.0,K,85.0,L,66.4,L,2.7,K,70.3,L,September,2010,-3.5
174,Long Beach,Los Angeles Basin,Oct 2010,2.37,K,0.69, ,305.0,L,28.8,K,93.4,K,54.3, ,73.5,K,100.0,K,58.0,K,81.0,L,63.9,L,2.7, ,66.1,L,October,2010,-3.5
174,Long Beach,Los Angeles Basin,Nov 2010,1.79,K,0.4, ,,M,18.2,K,83.7,K,44.2,K,65.6,K,100.0,K,38.0,K,79.0,L,54.1,L,2.5, ,53.6,L,November,2010,-3.5
174,Long Beach,Los Angeles Basin,Jul 2012,5.52,K,0.33,K,572.0, ,17.7,K,77.2,K,59.3,K,66.7, ,96.0, ,59.0, ,79.0,K,60.0,K,2.9,K,74.7, ,July,2012,-3.55
174,Long Beach,Los Angeles Basin,Aug 2012,5.88,K,0.18, ,564.0, ,20.8,K,83.4, ,63.4, ,72.0, ,99.0, ,52.0, ,78.0,L,64.4,L,2.6,K,78.7, ,August,2012,-3.55
174,Long Beach,Los Angeles Basin,Sep 2012,4.95,K,0.03, ,498.0, ,19.3,K,86.4,K,61.3,K,71.6, ,98.0, ,40.0, ,72.0,L,61.7,L,2.3,K,76.5, ,September,2012,-3.55
174,Long Beach,Los Angeles Basin,Oct 2012,3.46,K,0.18, ,374.0, ,15.7,K,78.6,K,55.1, ,65.6, ,99.0, ,44.0, ,73.0,K,56.1,K,2.1,K,70.3, ,October,2012,-3.55
174,Long Beach,Los Angeles Basin,Nov 2012,2.01,K,0.69,K,249.0,K,14.3,K,71.4,K,49.2,K,59.0,K,99.0,K,53.0,K,82.0,K,53.0,K,2.3,K,63.2,K,November,2012,-3.55
174,Long Beach,Los Angeles Basin,Jul 2014,5.77,K,0.0, ,581.0, ,19.0, ,83.0,K,63.8, ,72.1, ,99.0, ,45.0, ,71.0, ,62.1, ,1.1,K,77.5, ,July,2014,-3.9
174,Long Beach,Los Angeles Basin,Aug 2014,5.86,K,0.08, ,587.0, ,18.8,K,84.0, ,63.3,K,72.2, ,98.0, ,42.0, ,70.0,K,61.6,K,1.2,K,78.7, ,August,2014,-3.9
174,Long Beach,Los Angeles Basin,Sep 2014,4.97,K,0.04, ,502.0, ,18.6, ,86.9,K,62.9,K,73.0,L,99.0, ,37.0, ,68.0,L,61.4,L,1.6,K,78.2,K,September,2014,-3.9
174,Long Beach,Los Angeles Basin,Oct 2014,3.66,K,0.0, ,392.0, ,15.0, ,77.7,K,54.6,L,65.1, ,99.0, ,41.0, ,72.0, ,55.1, ,1.8, ,73.0,K,October,2014,-3.9
174,Long Beach,Los Angeles Basin,Nov 2014,2.37, ,0.19, ,278.0, ,9.1,K,69.8, ,42.6,K,55.3, ,93.0, ,34.0, ,61.0,K,41.0,K,2.0,K,64.7, ,November,2014,-3.9
174,Long Beach,Los Angeles Basin,Jul 2016,6.4,K,0.0, ,630.0, ,19.8, ,83.0,K,63.6, ,72.2,K,95.0, ,53.0, ,73.0,K,63.1,K,1.7,K,78.2,K,July,2016,-3.825
174,Long Beach,Los Angeles Basin,Aug 2016,5.98,K,0.0, ,591.0,K,20.3, ,83.9, ,63.4, ,72.2, ,97.0, ,51.0, ,75.0, ,63.8, ,1.8,K,78.5,K,August,2016,-3.825
174,Long Beach,Los Angeles Basin,Sep 2016,4.63,K,0.0, ,495.0,K,17.8, ,84.3,K,60.4, ,70.9,K,95.0,K,46.0,K,70.0,K,60.1,K,1.5,K,76.1, ,September,2016,-3.825
174,Long Beach,Los Angeles Basin,Oct 2016,3.26,K,0.37,K,365.0,K,16.7,K,80.7,K,56.2,K,67.1,K,98.0,L,48.0,L,74.0,L,58.2,L,1.2,K,70.4,K,October,2016,-3.825
174,Long Beach,Los Angeles Basin,Nov 2016,2.34,K,1.51, ,301.0, ,13.3, ,79.1,K,48.9, ,62.3,K,98.0,K,39.0,K,70.0,K,51.5,K,1.0,K,63.9,K,November,2016,-3.825
174,Long Beach,Los Angeles Basin,Jul 2018,6.88,K,0.0, ,615.0,K,21.1,K,87.9,L,68.4,K,76.8,L,87.0,K,46.0,K,67.0,L,64.7,L,3.3,K,79.2,K,July,2018,-4.875
174,Long Beach,Los Angeles Basin,Aug 2018,6.24,K,0.0, ,573.0, ,24.9,K,86.8,L,67.2,L,76.3,L,97.0,K,46.0,K,70.0,L,63.0,L,3.0, ,79.4,K,August,2018,-4.875
174,Long Beach,Los Angeles Basin,Sep 2018,4.75,K,0.0, ,480.0, ,21.6,K,86.7,L,63.1,K,72.6,K,97.0,K,56.0,K,79.0,K,65.5,K,2.9,K,75.2, ,September,2018,-4.875
174,Long Beach,Los Angeles Basin,Oct 2018,3.7,K,0.46, ,370.0, ,19.9,K,85.7,L,60.2,K,71.6,K,99.0,K,50.0,K,74.0,L,62.2,L,2.4, ,70.3, ,October,2018,-4.875
174,Long Beach,Los Angeles Basin,Nov 2018,2.65,K,1.21, ,294.0, ,15.9,K,82.1,L,53.5,K,66.7,K,96.0,K,41.0,K,71.0,K,55.9,K,2.2,K,63.2, ,November,2018,-4.875
174,Long Beach,Los Angeles Basin,Jul 2020,6.62,K,0.0, ,609.0, ,17.4, ,83.6,K,61.4, ,71.1,K,86.0, ,47.0, ,67.0,K,59.5,K,3.1, ,81.1,K,July,2020,-3.775
174,Long Beach,Los Angeles Basin,Aug 2020,6.31,K,0.01, ,568.0, ,19.5, ,87.7,K,64.6,K,74.1,K,86.0,K,47.0,K,67.0,K,62.5,K,3.0, ,82.9,L,August,2020,-3.775
174,Long Beach,Los Angeles Basin,Sep 2020,4.66,K,0.05, ,459.0, ,18.5, ,86.4,K,59.7, ,70.9,K,96.0, ,45.0, ,72.0,K,61.2,K,2.5, ,79.7,K,September,2020,-3.775
174,Long Beach,Los Angeles Basin,Oct 2020,3.51,K,0.12, ,350.0, ,17.1, ,80.7, ,56.8, ,67.4, ,97.0, ,46.0, ,73.0, ,58.3, ,2.3, ,75.7,K,October,2020,-3.775
174,Long Beach,Los Angeles Basin,Nov 2020,2.44,K,0.23, ,291.0, ,11.6, ,73.5, ,44.9, ,57.2, ,96.0, ,43.0, ,71.0, ,47.3, ,2.4,K,64.9,K,November,2020,-3.775
174,Long Beach,Los Angeles Basin,Jul 2022,5.98,K,0.0, ,563.0, ,17.1, ,79.3, ,61.4, ,68.8, ,86.0, ,53.0, ,71.0, ,59.1, ,3.5,K,77.6, ,July,2022,-5.025
174,Long Beach,Los Angeles Basin,Aug 2022,6.14, ,0.0, ,537.0, ,18.0, ,84.9, ,63.1, ,72.5, ,87.0, ,45.0, ,66.0, ,60.5, ,3.1,K,80.5,L,August,2022,-5.025
174,Long Beach,Los Angeles Basin,Sep 2022,5.11,K,0.28,K,480.0, ,18.9, ,87.1,K,64.0,K,73.9,K,88.0,K,45.0,K,66.0,K,61.7,K,3.0,K,80.2, ,September,2022,-5.025
174,Long Beach,Los Angeles Basin,Oct 2022,3.35, ,0.26, ,344.0, ,15.6, ,76.9, ,57.7, ,66.0, ,88.0, ,52.0, ,71.0, ,56.2, ,2.8,K,73.1, ,October,2022,-5.025
174,Long Beach,Los Angeles Basin,Nov 2022,2.59, ,1.47,K,307.0, ,9.2,K,70.3, ,42.7, ,55.4, ,87.0, ,37.0, ,61.0,K,41.4,K,2.8,K,60.4, ,November,2022,-5.025
174,Long Beach,Los Angeles Basin,Jul 2024,6.02, ,0.0, ,586.0, ,18.6, ,80.5, ,61.5, ,69.4, ,90.0, ,56.0, ,76.0, ,61.3, ,3.2, ,81.1,K,July,2024,-5.35
174,Long Beach,Los Angeles Basin,Aug 2024,6.14, ,0.0, ,585.0, ,18.7, ,83.4,K,60.8, ,70.5, ,90.0, ,51.0, ,73.0, ,61.5, ,3.0, ,82.4,K,August,2024,-5.35
174,Long Beach,Los Angeles Basin,Sep 2024,4.5,K,0.0,K,453.0,K,17.6,K,81.7,K,60.3, ,69.0,K,90.0,K,51.0,K,73.0,K,59.7,K,2.8,K,80.0,K,September,2024,-5.35
174,Long Beach,Los Angeles Basin,Oct 2024,3.39,K,0.06,K,368.0,K,15.3,K,76.7, ,54.2, ,63.4,K,90.0,K,51.0,K,76.0, ,55.5, ,2.6,K,74.3,K,October,2024,-5.35
174,Long Beach,Los Angeles Basin,Nov 2024,2.6,K,0.08, ,307.0, ,9.9,K,71.9, ,43.3, ,56.3, ,88.0, ,36.0, ,64.0,K,43.6,K,2.4,K,64.9, ,November,2024,-5.35
197,Palmdale,Los Angeles Basin,Jul 2010,9.81,K,0.14, ,679.0,L,9.1,L,92.5,K,58.2,K,62.7,K,67.0,K,17.0,K,36.0,L,41.6,L,7.8,K,71.6,L,July,2010,-3.5
197,Palmdale,Los Angeles Basin,Aug 2010,8.93,K,0.11, ,642.0, ,10.0,K,91.6,K,57.1,K,75.5,K,62.0,K,18.0,K,33.0,K,43.9,K,7.3,K,69.9,K,August,2010,-3.5
197,Palmdale,Los Angeles Basin,Sep 2010,6.18,K,0.06, ,552.0,K,9.9, ,88.9,K,50.6,K,69.8, ,72.0, ,20.0, ,41.0, ,44.1, ,4.9,K,67.7,K,September,2010,-3.5
197,Palmdale,Los Angeles Basin,Oct 2010,3.4,K,1.65,K,366.0, ,10.4,K,74.1, ,45.2,K,59.2, ,85.0, ,38.0, ,60.0,L,44.2,L,4.5,K,63.8,K,October,2010,-3.5
197,Palmdale,Los Angeles Basin,Nov 2010,2.91, ,0.31, ,325.0, ,6.2, ,63.2,K,31.4,K,46.5, ,84.0, ,30.0, ,55.0, ,30.8, ,7.0,K,53.0,K,November,2010,-3.5
197,Palmdale,Los Angeles Basin,Jul 2012,8.97,K,0.0, ,670.0, ,11.0, ,92.0,K,56.8,K,75.1,K,66.0,K,21.0,K,37.0, ,46.6, ,6.8, ,70.5, ,July,2012,-3.55
197,Palmdale,Los Angeles Basin,Aug 2012,8.08, ,0.07, ,577.0, ,13.7, ,96.3, ,62.3,K,79.1, ,66.0, ,24.0, ,41.0, ,52.7, ,6.1,K,70.8, ,August,2012,-3.55
197,Palmdale,Los Angeles Basin,Sep 2012,6.97, ,0.0, ,522.0, ,10.7, ,92.8,K,56.4, ,74.6, ,67.0, ,18.0, ,36.0, ,45.7, ,6.1,K,70.4, ,September,2012,-3.55
197,Palmdale,Los Angeles Basin,Oct 2012,4.79, ,0.0, ,413.0, ,8.6, ,78.9,K,44.7,K,61.1, ,75.0, ,26.0, ,47.0, ,39.8, ,6.6,K,63.9, ,October,2012,-3.55
197,Palmdale,Los Angeles Basin,Nov 2012,2.87, ,0.07,K,298.0,K,6.6,K,68.9, ,34.8,K,50.8,K,79.0,K,27.0,K,51.0,K,32.3,K,6.0,K,57.0,K,November,2012,-3.55
197,Palmdale,Los Angeles Basin,Jul 2014,9.49,K,0.0,K,648.0,K,12.2,K,94.0, ,61.8, ,78.4,K,68.0,K,21.0,K,37.0, ,49.7, ,8.1,K,72.3,K,July,2014,-3.9
197,Palmdale,Los Angeles Basin,Aug 2014,8.66,K,0.01,K,614.0,K,11.3,K,92.6,K,58.4,L,75.8,K,75.0,K,18.0,K,37.0,K,47.4,K,7.7,K,72.2,K,August,2014,-3.9
197,Palmdale,Los Angeles Basin,Sep 2014,6.43,K,0.13, ,520.0, ,11.7, ,91.2, ,54.8, ,72.1, ,83.0, ,21.0, ,44.0, ,48.4, ,6.2, ,69.4, ,September,2014,-3.9
197,Palmdale,Los Angeles Basin,Oct 2014,4.9, ,0.02, ,426.0, ,8.3, ,82.7, ,43.3, ,62.3, ,79.0, ,22.0, ,44.0, ,39.2, ,5.8,K,62.1, ,October,2014,-3.9
197,Palmdale,Los Angeles Basin,Nov 2014,3.26, ,0.09, ,319.0, ,6.3,K,69.4, ,34.4,K,50.9,K,82.0, ,24.0, ,48.0,K,31.3,K,6.9,K,52.3, ,November,2014,-3.9
197,Palmdale,Los Angeles Basin,Jul 2016,10.5, ,0.0, ,687.0, ,10.1, ,94.7, ,55.9,K,78.9, ,70.0, ,17.0, ,30.0, ,44.0, ,8.6,K,68.2,K,July,2016,-3.825
197,Palmdale,Los Angeles Basin,Aug 2016,8.92,K,0.0, ,613.0,L,7.8,L,93.6,L,56.7,L,77.5,L,86.0,L,23.0,L,36.0,L,48.3,L,7.5, ,67.9,L,August,2016,-3.825
197,Palmdale,Los Angeles Basin,Sep 2016,6.62, ,0.0, ,530.0, ,9.9,K,87.4,K,49.4, ,69.5,K,85.0, ,20.0, ,41.0,K,43.7,K,6.7,K,61.4,K,September,2016,-3.825
197,Palmdale,Los Angeles Basin,Oct 2016,4.51,K,0.02,K,392.0,K,9.1,K,77.7,K,43.3,K,61.0,K,87.0,L,28.0,L,50.0,L,41.3,L,6.6,K,56.0,K,October,2016,-3.825
197,Palmdale,Los Angeles Basin,Nov 2016,2.98, ,0.17, ,318.0,K,6.0, ,69.9, ,32.6, ,50.2, ,82.0, ,24.0, ,48.0, ,30.6, ,5.7,K,53.7, ,November,2016,-3.825
197,Palmdale,Los Angeles Basin,Jul 2018,9.7,K,0.0,K,652.0,K,13.4,K,98.5,K,66.7,K,82.7,K,61.0,K,21.0,K,36.0,L,52.0,L,7.6,K,75.1,K,July,2018,-4.875
197,Palmdale,Los Angeles Basin,Aug 2018,9.81, ,0.0, ,669.0,K,12.3,K,95.5,K,63.8,K,79.9,K,63.0, ,20.0, ,36.0,L,49.2,L,8.5,K,73.5,K,August,2018,-4.875
197,Palmdale,Los Angeles Basin,Sep 2018,7.37,K,0.0, ,588.0,K,10.9, ,93.6, ,53.0, ,74.2, ,71.0, ,18.0, ,38.0, ,46.0, ,6.3, ,68.8, ,September,2018,-4.875
