Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc.1,Avg Sol Rad (Ly/day),qc.2,Avg Vap Pres (mBars),qc.3,Avg Max Air Temp (F),qc.4,Avg Min Air Temp (F),qc.5,Avg Air Temp (F),qc.6,Avg Max Rel Hum (%),qc.7,Avg Min Rel Hum (%),qc.8,Avg Rel Hum (%),qc.9,Avg Dew Point (F),qc.10,Avg Wind Speed (mph),qc.11,Avg Soil Temp (F),qc.12,month,year,slope
197,Palmdale,Los Angeles Basin,Oct 2018,4.69,K,0.02,K,443.0,K,9.4,K,80.1,K,44.0, ,61.6,K,80.0, ,27.0, ,48.0,L,40.0,L,5.8, ,62.2, ,October,2018,-4.875
197,Palmdale,Los Angeles Basin,Nov 2018,3.33,K,0.0, ,328.0,K,5.7,K,71.3,K,33.2,K,51.9,K,73.0, ,23.0, ,42.0,K,28.0,K,5.4,K,52.6, ,November,2018,-4.875
197,Palmdale,Los Angeles Basin,Jul 2020,11.13,K,0.0, ,720.0,K,11.8, ,107.2,L,65.1,K,84.7,K,53.0,K,15.0,K,29.0, ,48.4, ,8.4,K,72.7, ,July,2020,-3.775
197,Palmdale,Los Angeles Basin,Aug 2020,9.91,K,0.0, ,623.0,K,14.9,K,108.8,L,67.0,K,87.0,K,60.0,K,17.0,K,33.0,L,52.7,L,8.1, ,74.8,K,August,2020,-3.775
197,Palmdale,Los Angeles Basin,Sep 2020,6.82,K,0.0, ,512.0, ,11.5, ,102.0,L,55.1,K,76.7,K,63.0,K,17.0,K,36.0,K,47.6,K,5.2, ,71.7,K,September,2020,-3.775
197,Palmdale,Los Angeles Basin,Oct 2020,4.88, ,0.03, ,433.0,K,8.7,K,84.8, ,45.3,K,63.7,K,70.0, ,21.0, ,42.0,K,39.0,K,5.6, ,66.1, ,October,2020,-3.775
197,Palmdale,Los Angeles Basin,Nov 2020,3.02, ,0.46,K,315.0, ,5.5, ,68.4,K,32.4, ,49.4,K,76.0, ,22.0, ,46.0,K,28.9,K,5.4, ,52.9,K,November,2020,-3.775
197,Palmdale,Los Angeles Basin,Jul 2022,10.09,K,0.0, ,717.0,K,15.3,K,101.0,L,68.0,K,84.5,K,59.0,K,26.0,K,37.0,L,54.4,L,7.2, ,69.0, ,July,2022,-5.025
197,Palmdale,Los Angeles Basin,Aug 2022,9.03,K,0.0, ,639.0,K,17.6,K,103.9,L,68.3,K,85.7,K,65.0,K,26.0,K,40.0,L,57.8,L,6.2,K,70.9, ,August,2022,-5.025
197,Palmdale,Los Angeles Basin,Sep 2022,5.92, ,0.9, ,481.0, ,15.5,K,93.2, ,59.6,K,76.1,K,77.0, ,32.0, ,47.0,L,53.5,L,5.3, ,69.0, ,September,2022,-5.025
197,Palmdale,Los Angeles Basin,Oct 2022,4.47, ,0.03, ,423.0, ,10.5,K,82.8, ,46.8,K,63.9,K,78.0, ,29.0, ,49.0,K,44.1,K,4.8, ,62.1, ,October,2022,-5.025
197,Palmdale,Los Angeles Basin,Nov 2022,3.17, ,0.38, ,330.0, ,4.9, ,62.8,K,28.7,K,45.3,K,75.0, ,23.0, ,46.0,K,24.6,K,7.0,K,49.3, ,November,2022,-5.025
197,Palmdale,Los Angeles Basin,Jul 2024,9.85,K,0.01, ,673.0, ,13.1, ,99.4,K,63.7,K,83.6,K,61.0, ,21.0, ,34.0,K,51.4,K,6.4, ,73.1,K,July,2024,-5.35
197,Palmdale,Los Angeles Basin,Aug 2024,8.78, ,0.0, ,609.0, ,11.8, ,95.0,K,58.1,K,77.5,K,73.0, ,21.0, ,37.0,K,48.6,K,6.5, ,71.5,L,August,2024,-5.35
197,Palmdale,Los Angeles Basin,Sep 2024,6.41,K,0.04,K,499.0,K,5.2,K,86.5,L,50.7,L,71.0,L,64.0,L,32.0,L,41.0,L,45.9,L,5.6,K,70.3,L,September,2024,-5.35
197,Palmdale,Los Angeles Basin,Oct 2024,4.6,K,0.0,K,378.0,K,9.0,K,85.0, ,45.3, ,64.8,K,70.0,K,23.0,K,42.0, ,40.8, ,5.1,K,65.2,K,October,2024,-5.35
197,Palmdale,Los Angeles Basin,Nov 2024,2.73, ,0.0, ,285.0, ,5.6,K,64.4, ,30.3,K,46.7,K,78.0, ,29.0, ,50.0,K,28.6,K,6.0,K,50.6, ,November,2024,-5.35
204,Santa Clarita,Los Angeles Basin,Jul 2010,8.52,K,0.02,K,658.0,K,16.0,K,94.7,K,61.8,K,78.9,K,74.0,K,28.0,K,49.0, ,57.0, ,5.1,K,74.3,K,July,2010,-3.5
204,Santa Clarita,Los Angeles Basin,Aug 2010,8.84,K,0.06, ,632.0,K,11.1,K,92.9,K,61.5,K,76.8,K,63.0,K,19.0,K,37.0,K,46.9,K,5.4,K,69.9,K,August,2010,-3.5
204,Santa Clarita,Los Angeles Basin,Sep 2010,6.73,K,0.05,K,529.0,K,10.5,K,91.9,K,59.7,K,75.0,K,60.0,K,22.0,K,38.0,K,45.4,K,5.1, ,67.6,K,September,2010,-3.5
204,Santa Clarita,Los Angeles Basin,Oct 2010,3.74, ,1.44, ,308.0, ,10.9, ,75.7,K,54.4,K,63.6, ,76.0, ,38.0, ,56.0, ,45.4, ,4.9,K,64.9,K,October,2010,-3.5
204,Santa Clarita,Los Angeles Basin,Nov 2010,3.67,K,0.65, ,302.0,K,6.0, ,68.2,K,44.7,K,56.6,K,63.0,K,26.0,K,41.0, ,29.5, ,6.2, ,55.8,K,November,2010,-3.5
204,Santa Clarita,Los Angeles Basin,Jul 2012,8.61,K,0.0, ,655.0,K,11.4,K,90.3,K,59.0,K,74.2,K,68.0,K,21.0,K,43.0,L,48.9,L,5.4,K,72.6,K,July,2012,-3.55
204,Santa Clarita,Los Angeles Basin,Aug 2012,8.71, ,0.01, ,598.0, ,12.5,K,96.0,K,66.5,K,80.3,K,58.0,K,21.0,K,37.0,K,49.9,K,5.0,K,72.8,K,August,2012,-3.55
204,Santa Clarita,Los Angeles Basin,Sep 2012,6.86, ,0.01, ,511.0,K,10.5,K,93.1, ,62.7,K,77.0,K,54.0,K,19.0,K,34.0,K,44.7,K,4.9,K,71.1,K,September,2012,-3.55
204,Santa Clarita,Los Angeles Basin,Oct 2012,4.96,K,0.18, ,391.0,K,9.2, ,81.4,K,53.3,K,66.9,K,65.0,K,27.0,K,43.0, ,40.8, ,5.5,K,64.4,K,October,2012,-3.55
204,Santa Clarita,Los Angeles Basin,Nov 2012,3.12, ,0.66,K,274.0,K,7.8,K,72.2,K,46.9,K,58.9,K,68.0,K,31.0,K,48.0, ,35.3, ,5.1,K,57.7,K,November,2012,-3.55
204,Santa Clarita,Los Angeles Basin,Jul 2014,8.22,K,0.0, ,612.0,K,13.2,K,91.7,K,63.4,L,76.6,K,69.0,K,24.0,K,45.0,L,52.2,L,5.0,K,72.1,K,July,2014,-3.9
204,Santa Clarita,Los Angeles Basin,Aug 2014,8.14, ,0.02, ,585.0,K,12.2,K,90.9, ,61.9,L,75.7,K,68.0,K,22.0,K,41.0,L,49.8,L,5.4,K,71.6,K,August,2014,-3.9
204,Santa Clarita,Los Angeles Basin,Sep 2014,6.23,K,0.01, ,509.0,K,11.2,K,91.2,K,61.5,K,75.5,K,60.0,K,21.0,K,40.0,L,47.0,L,3.8,K,69.1,K,September,2014,-3.9
204,Santa Clarita,Los Angeles Basin,Oct 2014,3.97, ,0.01, ,406.0,K,8.5,K,85.4, ,54.7, ,68.8, ,58.0, ,21.0, ,38.0,K,38.7,K,1.1,K,63.2,K,October,2014,-3.9
204,Santa Clarita,Los Angeles Basin,Nov 2014,3.42, ,0.19,K,292.0,K,6.9,K,73.5,K,47.8,K,60.8,K,60.0,K,25.0,K,40.0,K,31.7,K,4.8,K,58.3,K,November,2014,-3.9
204,Santa Clarita,Los Angeles Basin,Jul 2016,8.99,K,0.0, ,672.0,K,11.9,K,93.5,K,61.9,L,77.2,L,70.0,K,19.0,K,44.0,L,51.3,L,5.7,K,68.6,L,July,2016,-3.825
204,Santa Clarita,Los Angeles Basin,Aug 2016,8.13, ,0.0, ,605.0,K,12.4,K,93.0, ,60.7,L,76.3,K,71.0,K,21.0,K,44.0,L,51.1,L,4.9,K,68.3,L,August,2016,-3.825
204,Santa Clarita,Los Angeles Basin,Sep 2016,6.3, ,0.0,K,495.0,K,11.1,K,87.5,K,58.0,L,72.0,K,70.0,K,23.0,K,43.0,K,46.0,K,5.3,K,67.4,L,September,2016,-3.825
204,Santa Clarita,Los Angeles Basin,Oct 2016,4.68, ,0.38,K,365.0,K,9.6,K,79.9, ,53.5,K,66.2,K,68.0,K,29.0,K,46.0,K,41.2,K,5.1,K,63.1,K,October,2016,-3.825
204,Santa Clarita,Los Angeles Basin,Nov 2016,3.4, ,0.93, ,301.0,K,6.3, ,74.7,K,46.6,K,60.5,K,59.0, ,20.0, ,37.0,L,31.3,L,4.6,K,57.7, ,November,2016,-3.825
204,Santa Clarita,Los Angeles Basin,Jul 2018,9.18, ,0.01,K,677.0,K,14.8,K,97.7,K,66.6,L,81.6,K,67.0,K,25.0,K,42.0,K,54.6,K,5.0, ,71.2, ,July,2018,-4.875
204,Santa Clarita,Los Angeles Basin,Aug 2018,8.49, ,0.0, ,637.0, ,14.0,K,93.8,K,64.0, ,77.8, ,68.0, ,25.0, ,44.0,K,52.9,K,4.9, ,70.1, ,August,2018,-4.875
204,Santa Clarita,Los Angeles Basin,Sep 2018,6.63, ,0.0, ,569.0,K,12.4, ,90.7, ,58.6, ,73.1, ,72.0, ,24.0, ,45.0, ,49.2, ,4.6, ,67.5,K,September,2018,-4.875
204,Santa Clarita,Los Angeles Basin,Oct 2018,5.05, ,0.33, ,421.0,K,9.5, ,81.6, ,54.2, ,66.9, ,63.0, ,25.0, ,43.0, ,40.6, ,5.2,K,63.3, ,October,2018,-4.875
204,Santa Clarita,Los Angeles Basin,Nov 2018,4.06, ,0.5,K,327.0,K,6.0, ,74.5, ,48.0, ,60.8, ,55.0, ,21.0, ,35.0, ,27.0, ,5.8,K,56.2, ,November,2018,-4.875
204,Santa Clarita,Los Angeles Basin,Jul 2020,8.9, ,0.0, ,691.0, ,11.8,K,92.6, ,59.8, ,75.5, ,67.0, ,21.0, ,41.0,K,48.4,K,4.9, ,68.3,K,July,2020,-3.775
204,Santa Clarita,Los Angeles Basin,Aug 2020,8.23, ,0.0, ,596.0, ,13.7,K,96.8,K,65.3,K,79.5,K,64.0, ,22.0, ,40.0,K,52.2,K,4.7,K,70.9, ,August,2020,-3.775
204,Santa Clarita,Los Angeles Basin,Sep 2020,6.68, ,0.0, ,497.0, ,9.6,K,95.5,K,61.4,K,77.1,K,55.0, ,15.0, ,31.0,K,42.0,K,4.5,K,67.9, ,September,2020,-3.775
204,Santa Clarita,Los Angeles Basin,Oct 2020,5.31,K,0.04, ,399.0, ,8.8, ,87.6,K,56.4,K,70.4,K,57.0, ,22.0, ,37.0,K,38.1,K,4.5,K,64.8, ,October,2020,-3.775
204,Santa Clarita,Los Angeles Basin,Nov 2020,3.79, ,0.0, ,311.0, ,5.4, ,75.0, ,45.6,K,59.5,K,54.0, ,17.0, ,32.0,K,27.1,K,5.5,K,56.4, ,November,2020,-3.775
204,Santa Clarita,Los Angeles Basin,Jul 2022,8.6, ,0.01, ,657.0, ,13.0, ,94.7, ,62.5, ,77.2, ,67.0, ,22.0, ,41.0, ,51.3, ,4.6, ,70.5, ,July,2022,-5.025
204,Santa Clarita,Los Angeles Basin,Aug 2022,8.21, ,0.0, ,592.0, ,12.4, ,97.3, ,65.9, ,80.3, ,58.0, ,20.0, ,36.0, ,49.4, ,4.4, ,71.5, ,August,2022,-5.025
204,Santa Clarita,Los Angeles Basin,Sep 2022,6.12, ,0.4, ,497.0,K,14.6,K,93.4, ,65.2, ,77.6, ,69.0, ,29.0, ,47.0,K,54.1,K,4.4,K,71.7, ,September,2022,-5.025
204,Santa Clarita,Los Angeles Basin,Oct 2022,4.95, ,0.11, ,406.0,K,10.9, ,83.8, ,54.6, ,67.6, ,71.0, ,27.0, ,47.0, ,43.8, ,4.6, ,66.6, ,October,2022,-5.025
204,Santa Clarita,Los Angeles Basin,Nov 2022,3.53, ,1.19,K,316.0, ,5.3, ,68.4,K,43.0, ,55.3,K,57.0, ,24.0, ,37.0,K,24.9,K,6.4,K,55.9, ,November,2022,-5.025
204,Santa Clarita,Los Angeles Basin,Jul 2024,8.67, ,0.0, ,670.0, ,15.0, ,97.2,K,65.0, ,80.2,K,66.0, ,25.0, ,43.0,K,55.1,K,4.3, ,72.9, ,July,2024,-5.35
204,Santa Clarita,Los Angeles Basin,Aug 2024,8.19, ,0.0, ,621.0, ,13.0, ,94.4, ,62.5, ,77.5, ,65.0, ,22.0, ,41.0, ,51.3, ,4.7, ,70.6, ,August,2024,-5.35
204,Santa Clarita,Los Angeles Basin,Sep 2024,6.17, ,0.0,K,521.0,K,12.5,K,91.8, ,59.6,K,74.1,K,68.0,K,28.0,K,47.0, ,50.2, ,4.1,K,69.1,K,September,2024,-5.35
204,Santa Clarita,Los Angeles Basin,Oct 2024,5.1, ,0.0,K,404.0,K,9.7,K,86.9,K,56.0, ,69.9,K,60.0,K,23.0,K,40.0,K,42.7,K,4.5,K,65.9,K,October,2024,-5.35
204,Santa Clarita,Los Angeles Basin,Nov 2024,3.49, ,0.04, ,306.0,K,5.8, ,69.8, ,43.8,K,56.1, ,58.0, ,24.0, ,39.0, ,28.8, ,5.6,K,56.0, ,November,2024,-5.35
215,Chatsworth,Los Angeles Basin,Jul 2012,7.5,K,0.0, ,655.0, ,13.2,K,90.9,K,56.3, ,72.9, ,91.0, ,25.0, ,49.0,K,51.6,K,3.0, ,70.1, ,July,2012,-3.55
215,Chatsworth,Los Angeles Basin,Aug 2012,7.76, ,0.04, ,610.0, ,14.2,K,97.3,K,60.5, ,79.2, ,89.0, ,22.0, ,43.0,K,53.6,K,3.3, ,72.3, ,August,2012,-3.55
215,Chatsworth,Los Angeles Basin,Sep 2012,6.34, ,0.01, ,518.0,K,12.1,K,94.9,K,59.4, ,77.4, ,87.0, ,20.0, ,39.0,K,48.6,K,3.6, ,70.7, ,September,2012,-3.55
215,Chatsworth,Los Angeles Basin,Oct 2012,4.89,K,0.17, ,385.0, ,10.7, ,83.4,K,54.6, ,68.4,K,79.0,K,29.0,K,49.0, ,44.2, ,5.0,K,65.5, ,October,2012,-3.55
215,Chatsworth,Los Angeles Basin,Nov 2012,3.19,K,2.8,K,275.0,K,9.0,K,72.8,K,49.8, ,61.2,K,79.0,K,35.0,K,53.0, ,38.8, ,5.0,K,58.7,K,November,2012,-3.55
215,Chatsworth,Los Angeles Basin,Jul 2014,7.36,K,0.06, ,628.0, ,15.0,K,92.6,K,59.1,K,75.0,K,98.0, ,26.0, ,53.0,L,55.5,L,3.1,K,74.7, ,July,2014,-3.9
215,Chatsworth,Los Angeles Basin,Aug 2014,7.29,K,0.11, ,603.0, ,13.8,K,92.1,K,58.9,K,74.9, ,95.0, ,22.0, ,50.0,L,53.7,L,3.3,K,73.4, ,August,2014,-3.9
215,Chatsworth,Los Angeles Basin,Sep 2014,6.23,K,0.07,K,520.0, ,12.2,K,93.4,K,59.3,L,74.2,L,94.0,K,20.0,K,43.0,L,48.7,L,3.7,K,71.9, ,September,2014,-3.9
215,Chatsworth,Los Angeles Basin,Oct 2014,4.62,K,0.31, ,412.0,L,9.6,L,86.3,L,54.1,L,69.3,L,78.0,K,23.0,K,52.0,L,47.1,L,3.9,K,66.3,L,October,2014,-3.9
215,Chatsworth,Los Angeles Basin,Nov 2014,3.86,K,0.63, ,301.0, ,6.9,K,74.3,K,51.5,K,63.4,K,65.0,K,25.0,K,40.0,L,31.9,L,6.1,K,59.6, ,November,2014,-3.9
215,Chatsworth,Los Angeles Basin,Jul 2016,8.01,K,0.03, ,703.0,K,14.3,K,94.0,K,59.7,K,75.7,L,91.0,K,25.0,K,50.0,L,54.4,L,3.1,K,74.7, ,July,2016,-3.825
215,Chatsworth,Los Angeles Basin,Aug 2016,7.46, ,0.0, ,641.0,K,14.7,K,94.1,K,58.8,K,75.6,K,92.0, ,24.0, ,54.0,L,56.5,L,3.0,K,72.3,K,August,2016,-3.825
215,Chatsworth,Los Angeles Basin,Sep 2016,5.87,K,0.03, ,530.0,K,13.4,K,89.3, ,57.5,K,73.0,K,90.0,K,27.0,K,53.0,L,51.9,L,3.7,K,69.3, ,September,2016,-3.825
215,Chatsworth,Los Angeles Basin,Oct 2016,4.55,K,0.92,K,392.0,K,11.6,K,81.5,K,54.9,K,67.9,K,81.0,L,32.0,L,54.0,L,45.8,L,4.4,K,65.8,K,October,2016,-3.825
215,Chatsworth,Los Angeles Basin,Nov 2016,3.72,K,1.19, ,320.0,K,7.2,K,76.2, ,52.9,K,64.5,K,67.0,K,22.0,K,40.0,L,34.4,L,5.6,K,59.8, ,November,2016,-3.825
215,Chatsworth,Los Angeles Basin,Jul 2018,8.06,K,0.0, ,683.0, ,15.0,K,95.5,L,64.4,L,78.8,L,76.0,L,28.0,L,49.0,L,56.8,L,3.3,K,73.1,K,July,2018,-4.875
215,Chatsworth,Los Angeles Basin,Aug 2018,7.44,K,0.0, ,638.0,K,15.7,K,93.5,K,63.8, ,77.1,K,80.0,K,30.0,K,52.0,L,56.8,L,3.0,K,74.3, ,August,2018,-4.875
215,Chatsworth,Los Angeles Basin,Sep 2018,5.87, ,0.0, ,562.0,K,14.3,K,90.6, ,59.3, ,72.7, ,85.0, ,29.0, ,54.0,L,53.7,L,2.8,K,71.8, ,September,2018,-4.875
215,Chatsworth,Los Angeles Basin,Oct 2018,4.67, ,0.41, ,414.0,K,10.7,K,81.2, ,57.7,K,68.1, ,72.0, ,29.0, ,49.0,L,44.8,L,4.2,K,66.2, ,October,2018,-4.875
215,Chatsworth,Los Angeles Basin,Nov 2018,4.04,K,1.17,K,311.0,K,7.0,K,73.7,K,53.8,K,63.1,K,60.0,K,25.0,K,39.0,K,30.7,K,5.7,K,58.5, ,November,2018,-4.875
215,Chatsworth,Los Angeles Basin,Jul 2020,8.2, ,0.0, ,725.0,K,13.0,K,93.1,K,60.1,K,75.2,K,77.0, ,23.0, ,45.0,K,50.9,K,2.9,K,74.2, ,July,2020,-3.775
215,Chatsworth,Los Angeles Basin,Aug 2020,7.62,K,0.0, ,631.0,K,15.3, ,97.3,K,64.1,L,79.1,K,76.0,K,26.0,K,46.0,K,55.6,K,3.0,K,75.5,K,August,2020,-3.775
215,Chatsworth,Los Angeles Basin,Sep 2020,6.27,K,0.0, ,505.0,K,11.3,K,95.2,K,61.2,L,77.4,L,68.0,K,19.0,K,37.0,L,46.5,L,3.5,K,71.5, ,September,2020,-3.775
215,Chatsworth,Los Angeles Basin,Oct 2020,4.92, ,0.02, ,394.0,K,10.4, ,87.0,K,58.2,L,72.6,K,69.0,K,27.0,K,42.0,K,42.6,K,3.9, ,67.4, ,October,2020,-3.775
215,Chatsworth,Los Angeles Basin,Nov 2020,4.06, ,0.09, ,335.0,K,6.3, ,74.9, ,50.0,K,62.7,K,64.0, ,21.0, ,35.0,K,30.6,K,5.7, ,58.8, ,November,2020,-3.775
215,Chatsworth,Los Angeles Basin,Jul 2022,7.79, ,0.0, ,675.0, ,14.3, ,95.5, ,58.9, ,75.8, ,90.0, ,24.0, ,48.0, ,53.8, ,2.7, ,77.7,K,July,2022,-5.025
215,Chatsworth,Los Angeles Basin,Aug 2022,7.78, ,0.0, ,614.0, ,13.4, ,98.8,K,61.1, ,79.9,K,80.0,K,21.0,K,40.0,K,51.5,K,3.0,K,79.5,L,August,2022,-5.025
215,Chatsworth,Los Angeles Basin,Sep 2022,5.73,K,0.2, ,484.0,K,15.5,K,95.5,K,63.0,K,78.3,K,83.0,K,29.0,K,50.0,K,55.8,K,3.3, ,76.4,L,September,2022,-5.025
215,Chatsworth,Los Angeles Basin,Oct 2022,4.41, ,0.16, ,392.0, ,12.6, ,84.8, ,56.8, ,68.7, ,84.0, ,29.0, ,53.0, ,48.0, ,3.4, ,71.4,K,October,2022,-5.025
215,Chatsworth,Los Angeles Basin,Nov 2022,3.82, ,1.83, ,313.0, ,5.9, ,68.9,K,49.9,K,58.3, ,55.0, ,26.0, ,39.0, ,26.1, ,6.3,K,59.1, ,November,2022,-5.025
215,Chatsworth,Los Angeles Basin,Jul 2024,8.09, ,0.0, ,674.0, ,15.1,K,98.2,K,62.0, ,79.3, ,84.0, ,24.0, ,44.0,K,55.1,K,2.7, ,81.6,K,July,2024,-5.35
215,Chatsworth,Los Angeles Basin,Aug 2024,7.61, ,0.0, ,621.0, ,13.4,K,96.8,K,61.9, ,77.9, ,78.0, ,21.0, ,42.0,K,52.2,K,2.9, ,81.6,L,August,2024,-5.35
215,Chatsworth,Los Angeles Basin,Sep 2024,5.93,K,0.0,K,505.0,K,12.9,K,93.5,K,61.3,K,75.5,K,75.0,K,25.0,K,48.0,K,50.7,K,3.2,K,77.0,L,September,2024,-5.35
215,Chatsworth,Los Angeles Basin,Oct 2024,4.67, ,0.0, ,388.0, ,10.2, ,87.4,K,58.5,K,71.1,K,67.0, ,23.0, ,41.0,K,43.7,K,3.3, ,72.5,K,October,2024,-5.35
215,Chatsworth,Los Angeles Basin,Nov 2024,3.34,K,0.59, ,295.0, ,6.0,L,70.7,L,50.0,L,58.8,K,58.0,K,23.0,K,37.0,L,29.0,L,4.5, ,59.1, ,November,2024,-5.35
216,Arleta,Los Angeles Basin,Jul 2012,7.28,K,0.02, ,630.0, ,14.3,K,85.7, ,57.3, ,70.8, ,82.0, ,35.0, ,56.0,K,53.9,K,3.7, ,79.9, ,July,2012,-3.55
216,Arleta,Los Angeles Basin,Aug 2012,7.53, ,0.01, ,588.0, ,15.3,K,93.1, ,64.2, ,77.4, ,75.0, ,30.0, ,49.0,K,55.7,K,3.7, ,84.2,K,August,2012,-3.55
216,Arleta,Los Angeles Basin,Sep 2012,6.13, ,0.02, ,504.0, ,12.8,K,91.8, ,61.4, ,75.6, ,67.0, ,25.0, ,43.0,K,50.0,K,3.5, ,81.2,K,September,2012,-3.55
216,Arleta,Los Angeles Basin,Oct 2012,4.27,K,0.43, ,374.0, ,11.0, ,81.7,K,55.4,K,67.1, ,71.0, ,34.0, ,51.0, ,45.5, ,3.6, ,73.1,K,October,2012,-3.55
216,Arleta,Los Angeles Basin,Nov 2012,2.54, ,0.85,K,274.0,K,9.4,K,73.1,K,48.7, ,59.4,K,76.0,K,38.0,K,56.0,K,40.9,K,3.2,K,64.5,K,November,2012,-3.55
216,Arleta,Los Angeles Basin,Jul 2014,7.23, ,0.0, ,611.0, ,15.6,K,88.2, ,61.1, ,73.8, ,81.0, ,35.0, ,56.0,K,56.4,K,3.6,K,81.4,L,July,2014,-3.9
216,Arleta,Los Angeles Basin,Aug 2014,7.19, ,0.06, ,595.0, ,14.7,K,88.1, ,59.6, ,73.4, ,78.0, ,32.0, ,54.0,L,55.1,L,3.7,K,81.3,L,August,2014,-3.9
216,Arleta,Los Angeles Basin,Sep 2014,5.98,K,0.01, ,506.0, ,13.4,K,89.6,K,61.0,K,74.5,K,70.0, ,29.0, ,48.0,K,51.9,K,3.4,K,79.8,L,September,2014,-3.9
216,Arleta,Los Angeles Basin,Oct 2014,4.62,K,0.28,K,406.0,K,10.6,K,84.4, ,55.2, ,68.1,K,68.0,K,29.0,K,48.0,K,44.7,K,3.3,K,76.5,L,October,2014,-3.9
216,Arleta,Los Angeles Basin,Nov 2014,3.16, ,0.72, ,300.0, ,7.4,K,75.9,K,50.5, ,62.1,K,60.0, ,25.0, ,40.0,K,33.9,K,3.4,K,65.8,K,November,2014,-3.9
216,Arleta,Los Angeles Basin,Jul 2016,8.08,K,0.65,K,688.0, ,16.9,K,91.9,K,61.3, ,76.2,K,83.0,K,35.0,K,56.0,K,58.5,K,3.8,K,79.0,K,July,2016,-3.825
216,Arleta,Los Angeles Basin,Aug 2016,7.43,K,0.67,K,638.0,K,16.3,K,90.7,K,60.4, ,74.4,K,85.0,K,36.0,K,60.0,L,58.9,L,3.5,K,79.8,K,August,2016,-3.825
216,Arleta,Los Angeles Basin,Sep 2016,5.89,K,0.22, ,525.0,K,15.7,K,92.4,K,61.2,K,75.1,K,79.0,K,35.0,K,56.0,L,56.4,L,3.6,K,76.2,K,September,2016,-3.825
216,Arleta,Los Angeles Basin,Oct 2016,4.25,K,0.35,K,386.0,K,12.6,K,84.6,K,57.1,K,69.1,K,77.0,L,36.0,L,56.0,L,49.9,L,3.2,K,69.7,K,October,2016,-3.825
216,Arleta,Los Angeles Basin,Nov 2016,3.14,K,0.98, ,311.0,K,7.2,K,79.2,K,51.2,K,63.3,L,66.0,K,12.0,K,32.0,L,16.7,L,3.2,K,63.1,K,November,2016,-3.825
216,Arleta,Los Angeles Basin,Jul 2018,8.26,K,0.0, ,662.0,K,15.1,K,93.3,L,65.8,K,78.1,L,70.0,K,29.0,K,48.0,L,56.2,L,4.0,K,84.2,L,July,2018,-4.875
216,Arleta,Los Angeles Basin,Aug 2018,7.45,K,0.0, ,614.0, ,17.0,K,91.0,K,63.0, ,76.1,K,83.0, ,34.0, ,56.0,L,58.3,L,3.7,K,84.3,L,August,2018,-4.875
216,Arleta,Los Angeles Basin,Sep 2018,5.86, ,0.0, ,547.0,K,15.1,K,87.4, ,58.1, ,71.3, ,84.0, ,35.0, ,60.0,L,55.2,L,3.5,K,80.7,K,September,2018,-4.875
216,Arleta,Los Angeles Basin,Oct 2018,4.37, ,0.31, ,406.0,K,11.8,K,80.6, ,55.3, ,66.8, ,78.0, ,35.0, ,54.0,K,47.2,K,3.6,K,73.7,K,October,2018,-4.875
216,Arleta,Los Angeles Basin,Nov 2018,3.28, ,0.31,K,312.0,K,7.6,K,76.0,K,49.5, ,61.3, ,63.0, ,25.0, ,43.0,K,34.2,K,3.3,K,66.5,K,November,2018,-4.875
